satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,employeeID
0.77,0.75,4,191,3,0,0,0,IT,medium,133474
0.91,0.68,4,132,4,0,0,0,IT,medium,133475
0.54,0.68,6,249,5,0,0,0,product_mng,medium,133476
0.48,0.77,6,274,6,0,0,0,product_mng,medium,133477
0.55,0.96,3,194,3,0,0,0,product_mng,medium,133478
0.17,0.36,6,191,2,0,0,0,product_mng,medium,133479
0.77,0.83,5,216,4,0,0,0,IT,medium,133480
0.93,0.98,3,241,3,0,0,0,IT,medium,133481
0.65,0.91,4,243,5,1,0,0,IT,medium,133482
0.67,0.52,4,207,3,0,0,0,IT,medium,133483
0.95,0.88,3,199,3,0,0,0,IT,medium,133484
0.61,0.97,6,286,4,0,0,0,product_mng,medium,133485
0.57,0.39,4,132,3,0,0,0,product_mng,high,133486
0.65,1,4,229,4,0,0,0,product_mng,low,133487
0.85,0.81,4,260,3,0,0,0,product_mng,medium,133488
0.61,0.96,3,214,2,0,0,0,IT,medium,133489
0.65,0.9,6,217,4,1,0,1,RandD,medium,133490
0.92,0.93,4,225,2,0,0,1,RandD,medium,133491
0.37,0.41,2,113,3,0,0,1,RandD,medium,133492
0.48,0.77,5,250,2,0,0,1,RandD,medium,133493
0.82,0.91,5,271,2,0,0,1,RandD,medium,133494
0.84,0.75,4,135,3,0,0,1,RandD,medium,133495
0.57,0.46,2,100,6,1,0,1,marketing,medium,133496
0.8,0.75,4,224,3,0,0,1,sales,medium,133497
0.49,0.91,4,134,4,0,0,0,accounting,low,133498
0.79,0.82,5,158,2,0,0,0,support,low,133499
0.48,0.67,3,183,2,0,0,0,technical,low,133500
0.28,0.89,4,97,6,0,0,0,management,low,133501
0.47,0.56,4,226,3,0,0,0,marketing,low,133502
0.91,0.6,4,235,4,1,0,0,marketing,low,133503
0.75,0.6,4,186,10,1,0,0,marketing,low,133504
0.61,0.89,3,242,10,0,0,0,sales,high,133505
0.47,0.79,3,284,10,0,0,0,sales,low,133506
0.22,0.7,2,274,10,0,0,0,sales,high,133507
0.5,0.48,4,130,10,0,0,0,sales,high,133508
0.56,0.87,3,146,10,0,0,0,sales,low,133509
0.84,0.85,4,207,10,0,0,0,sales,low,133510
0.69,0.72,4,210,2,1,0,0,sales,high,133511
0.53,0.64,3,143,2,0,0,0,sales,low,133512
0.17,0.57,4,116,3,0,0,0,sales,medium,133513
0.48,0.71,2,162,3,1,0,0,sales,high,133514
0.94,0.51,3,242,3,0,0,0,sales,medium,133515
0.77,0.89,4,153,7,0,0,0,sales,medium,133516
1,0.72,5,194,7,1,0,0,sales,medium,133517
0.49,0.65,4,233,7,0,0,0,sales,medium,133518
0.93,0.73,4,283,7,0,0,0,sales,high,133519
0.38,0.43,3,188,7,0,0,0,sales,medium,133520
0.6,0.54,4,182,6,0,0,0,sales,medium,133521
0.5,0.82,2,286,6,0,0,0,sales,medium,133522
0.97,0.55,5,212,6,0,0,0,sales,high,133523
0.93,0.95,5,176,6,0,0,1,accounting,medium,133524
0.5,1,5,264,8,0,0,1,accounting,high,133525
0.52,0.84,3,261,8,0,0,1,accounting,low,133526
0.5,0.71,4,163,8,0,0,1,hr,medium,133527
0.55,0.4,3,139,8,0,0,1,hr,medium,133528
0.95,0.84,3,261,8,1,0,1,hr,medium,133529
0.48,0.42,2,275,6,1,0,1,hr,medium,133530
0.51,0.39,5,132,6,1,0,1,technical,low,133531
0.96,0.48,3,202,6,0,0,0,technical,low,133532
0.97,0.84,4,177,6,0,0,0,technical,low,133533
0.97,0.66,5,234,6,0,0,0,technical,low,133534
0.71,0.54,4,188,6,0,0,0,technical,low,133535
0.82,0.49,5,203,6,0,0,0,technical,low,133536
0.57,1,4,227,10,0,0,0,technical,low,133537
0.48,0.93,3,150,10,0,0,0,technical,low,133538
0.71,0.64,3,267,3,0,0,0,technical,low,133539
0.63,0.61,5,186,10,0,0,0,technical,low,133540
0.99,0.84,4,142,10,0,0,0,technical,high,133541
0.79,0.83,3,126,10,1,0,0,support,low,133542
0.65,0.85,4,201,10,0,0,0,support,low,133543
0.7,0.85,4,142,2,0,0,0,support,low,133544
0.99,0.94,4,167,4,0,0,0,support,low,133545
0.65,0.62,4,258,2,0,0,0,support,high,133546
0.92,0.85,3,207,2,0,0,0,support,low,133547
0.24,0.5,4,282,4,1,0,0,support,low,133548
0.39,0.89,3,188,5,0,0,0,support,low,133549
0.82,0.85,3,214,2,0,0,0,support,high,133550
0.78,0.89,4,272,2,0,0,0,support,low,133551
0.62,0.79,3,259,3,0,0,0,support,medium,133552
0.6,0.61,5,191,2,1,0,0,technical,high,133553
0.49,0.57,3,192,3,0,0,0,technical,medium,133554
0.82,0.82,3,164,3,0,0,0,technical,high,133555
0.48,0.81,4,149,2,0,0,0,management,medium,133556
0.69,0.56,4,149,3,0,0,0,IT,medium,133557
0.4,0.89,2,165,3,0,0,0,IT,medium,133558
0.72,0.8,3,222,3,0,0,0,IT,medium,133559
0.75,0.84,5,222,3,1,0,0,IT,medium,133560
0.5,0.77,3,265,3,0,0,0,IT,medium,133561
0.78,0.5,5,247,4,0,0,0,product_mng,medium,133562
0.76,0.45,4,147,2,0,0,0,product_mng,medium,133563
0.94,0.52,3,273,3,0,0,0,product_mng,high,133564
0.24,0.94,6,144,4,0,0,0,product_mng,low,133565
0.99,0.66,3,181,2,0,0,0,IT,medium,133566
0.67,0.64,3,198,2,1,0,0,management,medium,133567
0.76,0.57,5,255,4,0,0,0,management,medium,133568
0.76,0.77,4,169,10,0,0,0,management,medium,133569
0.55,0.64,4,201,10,1,0,0,management,medium,133570
0.74,0.6,4,274,10,1,0,0,management,medium,133571
0.81,0.85,4,134,10,1,0,0,management,medium,133572
0.98,0.67,3,190,10,0,0,0,IT,medium,133573
0.98,0.98,4,170,10,0,0,0,IT,medium,133574
0.58,0.91,3,154,10,0,0,0,product_mng,high,133575
0.18,0.75,3,142,2,0,0,0,product_mng,low,133576
0.57,0.67,5,235,2,0,0,0,product_mng,low,133577
0.7,0.62,3,110,3,0,0,0,product_mng,low,133578
0.49,0.77,3,211,3,0,0,0,IT,high,133579
0.7,0.56,4,214,3,0,0,1,management,medium,133580
0.16,0.93,5,210,7,0,0,1,management,medium,133581
0.58,0.59,3,207,7,0,0,1,management,medium,133582
0.66,0.57,4,161,7,0,0,1,management,medium,133583
0.51,0.55,2,102,7,0,0,1,management,medium,133584
0.48,0.84,4,186,7,0,0,1,management,medium,133585
0.56,0.71,3,211,6,0,0,1,marketing,low,133586
0.81,0.62,3,240,6,0,0,1,sales,low,133587
0.57,0.7,4,237,6,0,0,0,accounting,low,133588
0.66,0.53,3,164,6,0,0,0,support,low,133589
0.22,0.91,6,222,8,0,0,0,technical,low,133590
0.96,0.71,3,205,8,1,0,0,management,medium,133591
0.87,0.88,4,140,8,0,0,0,marketing,medium,133592
0.61,0.42,2,103,8,0,0,0,marketing,medium,133593
0.66,0.85,3,178,8,1,0,0,marketing,medium,133594
0.9,0.51,4,137,6,0,0,0,sales,medium,133595
0.64,0.67,3,143,6,0,0,0,sales,medium,133596
0.76,0.82,4,170,6,0,0,0,sales,medium,133597
0.97,0.41,5,135,6,0,0,0,sales,medium,133598
0.69,0.76,3,174,6,0,0,0,sales,medium,133599
0.98,0.55,3,166,6,1,0,0,sales,medium,133600
0.18,0.61,5,174,6,0,0,0,sales,medium,133601
0.62,0.91,3,251,10,0,0,0,sales,medium,133602
0.29,0.37,6,187,10,1,0,0,sales,high,133603
0.87,0.48,5,170,3,0,0,0,sales,low,133604
0.91,0.64,3,241,10,0,0,0,sales,medium,133605
0.53,0.79,3,221,10,1,0,0,sales,medium,133606
0.69,0.73,4,257,10,1,0,0,sales,medium,133607
0.14,0.58,4,275,10,0,0,0,sales,medium,133608
0.7,0.77,4,245,2,0,0,0,sales,low,133609
0.77,0.75,6,246,6,0,0,0,sales,low,133610
0.77,0.76,6,263,6,0,0,0,sales,low,133611
0.76,0.99,3,133,4,0,0,0,sales,low,133612
0.66,0.49,4,157,3,0,0,0,sales,low,133613
0.5,0.95,3,198,4,0,0,0,accounting,low,133614
0.57,0.9,5,145,3,0,0,0,accounting,low,133615
0.97,0.62,6,118,2,0,0,0,accounting,low,133616
0.26,0.99,5,184,5,0,0,0,hr,low,133617
0.72,0.62,3,243,2,1,0,0,hr,low,133618
0.83,0.93,3,247,2,0,0,0,hr,low,133619
0.55,0.4,3,158,3,0,0,0,hr,low,133620
0.77,0.74,5,243,2,0,0,0,technical,low,133621
0.24,0.63,4,203,5,0,0,0,technical,low,133622
0.8,0.96,3,161,3,0,0,0,technical,low,133623
0.5,0.59,4,214,3,1,0,0,technical,low,133624
0.66,0.59,4,179,3,0,0,0,technical,low,133625
0.66,0.77,4,188,2,0,0,0,technical,low,133626
0.66,0.81,3,174,3,0,0,0,technical,low,133627
0.96,0.83,3,177,4,0,0,0,technical,low,133628
0.75,0.94,5,194,4,0,0,0,technical,low,133629
0.78,0.77,3,244,2,0,0,0,technical,medium,133630
0.57,0.82,4,269,2,0,0,0,technical,medium,133631
0.78,0.68,2,159,3,1,0,0,support,medium,133632
0.57,0.88,4,140,2,0,0,0,support,medium,133633
0.84,0.56,5,224,2,0,0,0,support,medium,133634
0.23,0.94,5,242,4,0,0,0,support,medium,133635
0.53,0.37,3,180,3,0,0,0,support,medium,133636
0.82,0.71,3,150,3,0,0,0,support,medium,133637
0.59,0.64,5,269,3,0,0,0,support,medium,133638
0.5,0.52,2,178,2,0,0,0,support,medium,133639
1,0.74,2,187,3,0,0,0,support,medium,133640
0.94,0.61,3,140,2,0,0,0,support,medium,133641
0.86,0.61,4,193,2,0,0,0,support,high,133642
0.73,0.49,4,243,2,0,0,0,technical,low,133643
0.49,0.94,3,144,3,1,0,0,technical,medium,133644
0.79,0.73,2,147,2,0,0,0,technical,medium,133645
0.83,0.5,6,165,3,0,0,0,management,medium,133646
0.85,0.67,3,176,2,0,0,0,IT,medium,133647
0.65,0.37,3,170,6,0,0,0,IT,low,133648
0.94,0.65,4,213,2,1,0,0,IT,low,133649
0.76,0.81,4,242,2,0,0,0,IT,low,133650
0.77,0.54,4,139,3,1,0,0,IT,low,133651
0.77,0.91,4,239,3,1,0,0,product_mng,low,133652
0.59,0.64,5,123,2,0,0,0,product_mng,low,133653
0.69,0.9,3,185,4,0,0,0,product_mng,low,133654
0.51,0.85,4,186,2,0,0,0,product_mng,low,133655
0.8,0.67,3,178,3,0,0,0,IT,low,133656
0.98,0.7,3,153,10,0,0,0,management,high,133657
0.69,0.72,4,185,10,1,0,0,management,high,133658
0.14,0.76,4,142,10,0,0,0,management,high,133659
0.95,0.9,4,221,10,1,0,0,management,high,133660
0.53,0.61,3,148,10,0,0,0,management,high,133661
0.64,0.52,5,258,10,1,0,0,management,high,133662
0.51,0.73,4,229,3,0,0,0,sales,low,133663
0.36,0.73,2,111,2,0,0,0,sales,low,133664
0.62,0.97,2,271,3,0,0,0,sales,low,133665
0.98,0.58,4,133,3,0,0,0,sales,low,133666
0.53,0.7,4,223,3,0,0,0,sales,low,133667
0.8,0.95,4,272,2,0,0,0,sales,low,133668
0.73,0.77,3,233,3,0,0,0,sales,medium,133669
0.82,0.8,3,162,3,0,0,0,sales,medium,133670
0.62,0.75,5,165,4,0,0,0,sales,medium,133671
0.87,0.48,5,242,3,0,0,0,sales,medium,133672
0.43,0.65,4,124,2,0,0,0,sales,medium,133673
0.57,0.6,2,163,3,0,0,0,sales,medium,133674
0.91,0.77,3,144,3,0,0,0,sales,medium,133675
0.75,0.59,5,149,4,0,0,0,sales,medium,133676
0.76,0.8,5,217,2,0,0,0,sales,medium,133677
0.85,0.49,4,139,2,0,0,0,sales,medium,133678
0.56,0.67,3,270,2,0,0,0,sales,medium,133679
0.86,0.84,3,177,3,0,0,0,sales,medium,133680
0.21,0.43,5,175,2,1,0,0,sales,high,133681
0.94,0.59,3,151,2,0,0,0,sales,low,133682
0.98,0.74,3,185,3,0,0,0,sales,medium,133683
0.42,0.45,3,227,3,0,0,0,sales,medium,133684
0.98,0.89,4,218,2,0,0,0,sales,medium,133685
1,0.93,5,167,3,0,0,0,sales,medium,133686
0.95,0.52,3,183,2,1,0,0,sales,low,133687
0.95,0.5,4,259,3,0,0,0,sales,low,133688
0.68,0.53,3,138,2,1,0,0,sales,low,133689
0.64,0.38,5,122,4,0,0,0,sales,low,133690
0.24,0.62,6,225,6,0,0,0,sales,low,133691
0.37,0.72,3,121,2,0,0,0,sales,low,133692
0.67,0.4,4,274,3,0,0,0,sales,low,133693
0.86,0.89,4,153,4,0,0,0,sales,low,133694
0.43,0.38,3,119,2,0,0,0,sales,low,133695
0.67,0.67,4,141,2,1,0,0,sales,low,133696
0.92,0.6,4,161,3,0,0,0,IT,low,133697
0.43,0.46,2,186,2,0,0,0,product_mng,low,133698
0.52,0.8,3,252,4,0,0,0,product_mng,low,133699
0.16,0.42,3,182,3,1,0,0,product_mng,low,133700
0.49,0.6,4,264,2,1,0,0,product_mng,low,133701
0.37,0.63,4,167,3,0,0,0,IT,low,133702
0.98,0.68,5,171,3,0,0,0,management,high,133703
0.33,0.97,5,130,4,0,0,0,management,high,133704
0.14,0.79,5,271,4,0,0,0,management,high,133705
0.54,0.79,5,249,3,1,0,0,management,high,133706
0.63,0.48,4,180,4,0,0,0,management,high,133707
0.55,0.69,4,220,3,1,0,0,management,high,133708
0.84,0.53,3,210,4,1,0,0,marketing,medium,133709
0.51,0.97,4,258,2,0,0,0,sales,medium,133710
0.15,0.75,3,150,4,0,0,1,accounting,medium,133711
0.97,0.79,5,259,3,0,0,1,support,medium,133712
0.67,0.69,3,231,3,0,0,1,technical,medium,133713
0.48,0.67,4,220,3,0,0,1,management,medium,133714
0.69,0.58,4,149,3,0,0,1,marketing,medium,133715
0.6,0.62,3,238,4,0,0,1,marketing,medium,133716
0.82,0.71,2,209,5,0,0,1,marketing,medium,133717
0.86,0.95,4,149,3,0,0,1,sales,medium,133718
0.69,0.59,4,264,3,0,0,0,sales,medium,133719
0.87,0.87,5,207,2,0,0,0,sales,high,133720
0.17,0.78,3,239,6,0,0,0,sales,low,133721
0.94,0.51,6,239,5,0,0,0,sales,medium,133722
0.5,1,4,258,3,0,0,0,sales,medium,133723
0.16,0.72,3,203,3,0,0,0,sales,medium,133724
0.89,0.99,2,258,3,0,0,0,sales,medium,133725
0.69,0.51,3,257,3,1,0,0,IT,low,133726
0.5,0.51,5,134,3,0,0,0,product_mng,low,133727
0.16,0.46,6,240,2,0,0,0,product_mng,low,133728
0.75,0.99,2,237,5,1,0,0,product_mng,low,133729
0.64,0.66,5,157,2,0,0,0,product_mng,low,133730
0.78,0.43,4,275,3,0,0,0,IT,low,133731
0.81,0.74,2,228,3,0,0,0,management,high,133732
0.55,0.58,3,254,2,0,0,0,management,high,133733
0.53,0.53,4,257,2,0,0,0,management,high,133734
0.69,0.73,3,231,2,1,0,0,management,high,133735
0.8,0.53,3,217,3,0,0,0,management,high,133736
0.77,0.98,3,286,6,0,0,0,management,high,133737
0.84,0.8,4,236,3,0,0,0,marketing,low,133738
0.64,0.55,4,215,2,0,0,0,sales,low,133739
0.78,0.57,4,157,3,0,0,0,accounting,low,133740
0.67,0.7,3,149,3,0,0,0,support,low,133741
0.81,0.77,3,221,2,0,0,0,technical,low,133742
0.91,0.82,4,238,2,0,0,0,management,low,133743
0.75,0.89,6,250,2,0,0,0,marketing,medium,133744
0.78,0.96,3,202,4,1,0,0,marketing,medium,133745
0.54,0.52,4,173,2,0,0,0,marketing,medium,133746
0.77,0.71,5,250,3,1,0,0,sales,medium,133747
0.89,0.63,4,270,3,1,0,0,sales,medium,133748
0.16,0.98,3,232,5,0,0,0,sales,medium,133749
0.77,0.99,4,260,3,0,0,0,sales,medium,133750
0.69,0.48,5,232,4,0,0,0,sales,medium,133751
0.61,0.81,4,134,3,0,0,0,sales,medium,133752
0.59,0.81,4,189,3,0,0,0,sales,medium,133753
0.58,0.8,4,113,3,0,0,0,IT,medium,133754
0.88,0.67,5,264,3,0,0,0,product_mng,medium,133755
0.51,0.63,5,260,2,0,0,0,product_mng,high,133756
0.31,0.7,3,132,3,0,0,0,product_mng,low,133757
0.52,0.52,4,168,3,0,0,0,product_mng,medium,133758
0.57,0.46,3,186,3,1,0,0,IT,medium,133759
0.5,0.77,3,267,2,0,0,0,management,high,133760
0.74,0.63,3,180,3,0,0,0,management,high,133761
0.74,0.77,3,211,3,0,0,0,management,high,133762
0.82,0.51,2,268,2,0,0,0,management,high,133763
0.74,0.71,3,206,3,0,0,0,management,high,133764
0.2,0.59,6,113,3,0,0,0,management,high,133765
0.63,0.48,4,179,3,0,0,0,marketing,low,133766
0.19,0.8,6,157,6,1,0,0,sales,low,133767
0.4,0.62,4,127,5,0,0,0,accounting,low,133768
0.71,0.37,2,179,5,0,0,1,support,low,133769
0.84,0.73,4,197,3,0,0,1,technical,low,133770
0.59,0.84,4,251,4,1,0,1,management,low,133771
0.57,0.85,4,250,3,1,0,1,marketing,low,133772
0.81,0.61,2,176,5,0,0,1,marketing,low,133773
0.8,0.7,4,246,3,0,0,1,marketing,low,133774
0.49,0.66,3,155,3,0,0,1,sales,low,133775
0.55,0.64,3,178,2,0,0,1,sales,low,133776
0.68,0.4,3,213,5,1,0,1,sales,low,133777
0.55,0.67,3,150,2,0,0,1,sales,low,133778
0.59,0.62,3,166,2,0,0,0,sales,low,133779
0.91,0.8,5,169,4,0,0,0,sales,low,133780
0.48,0.9,4,208,3,0,0,0,sales,low,133781
0.84,0.66,3,209,2,0,0,0,sales,low,133782
0.73,0.54,4,167,3,0,0,0,IT,medium,133783
0.28,0.59,6,281,3,0,0,0,product_mng,medium,133784
0.77,0.65,3,156,4,0,0,0,product_mng,medium,133785
0.67,0.65,3,265,3,0,0,0,product_mng,medium,133786
0.5,0.53,3,142,3,1,0,0,product_mng,medium,133787
0.32,0.47,3,143,4,0,0,0,IT,medium,133788
0.57,0.78,3,134,3,0,0,0,RandD,medium,133789
0.51,0.8,5,268,3,0,0,0,RandD,medium,133790
0.61,0.6,3,255,2,0,0,0,RandD,medium,133791
0.83,0.73,4,157,2,0,0,0,RandD,medium,133792
0.87,0.97,5,151,3,0,0,0,RandD,medium,133793
0.7,0.63,3,157,2,0,0,0,RandD,medium,133794
0.78,0.65,3,139,3,0,0,0,marketing,high,133795
0.71,0.53,4,196,2,1,0,0,sales,low,133796
0.68,0.99,3,159,2,0,0,0,accounting,medium,133797
0.75,0.53,4,224,4,1,0,0,support,medium,133798
0.7,0.53,3,215,7,1,0,0,technical,medium,133799
0.59,0.94,5,157,7,1,0,0,management,medium,133800
0.64,0.87,4,157,7,0,0,0,marketing,low,133801
0.61,0.88,5,146,7,1,0,0,marketing,low,133802
0.77,0.49,2,286,7,0,0,0,marketing,low,133803
0.51,0.64,3,203,3,0,0,0,sales,low,133804
0.49,0.49,3,168,7,0,0,0,sales,low,133805
0.77,0.75,3,170,7,0,0,0,sales,low,133806
0.31,0.86,3,266,7,0,0,0,sales,low,133807
0.54,0.76,3,183,3,0,0,0,sales,low,133808
0.56,0.66,4,264,3,0,0,0,sales,low,133809
0.65,0.77,4,205,3,0,0,0,sales,low,133810
0.49,0.36,2,192,3,0,0,0,sales,low,133811
0.82,0.79,3,176,3,0,0,0,technical,low,133812
0.6,0.52,3,183,2,0,0,0,support,low,133813
0.64,0.63,3,156,6,1,0,0,support,low,133814
0.7,0.68,3,150,3,0,0,0,support,low,133815
0.65,0.89,4,204,8,1,0,0,support,low,133816
0.69,0.78,5,131,8,0,0,0,support,low,133817
0.93,0.74,5,248,8,1,0,0,support,low,133818
0.55,0.52,4,168,8,0,0,0,support,low,133819
0.75,0.87,4,146,8,1,0,0,support,low,133820
0.47,0.43,4,246,3,0,0,0,support,low,133821
0.72,0.88,5,216,10,1,0,0,support,medium,133822
0.59,0.92,3,203,10,0,0,0,support,medium,133823
0.98,0.49,3,199,10,0,0,0,technical,medium,133824
0.39,0.52,2,102,8,0,0,0,technical,medium,133825
0.93,0.87,4,139,8,0,0,0,technical,medium,133826
0.71,0.97,5,208,8,1,0,0,management,medium,133827
0.49,0.54,4,215,4,0,0,0,IT,medium,133828
0.63,0.93,4,233,3,0,0,0,IT,medium,133829
0.45,0.64,3,169,10,0,0,0,IT,medium,133830
0.77,0.64,3,190,10,1,0,0,IT,medium,133831
0.77,0.63,4,236,7,0,0,0,IT,medium,133832
0.5,0.92,4,266,7,0,0,0,product_mng,medium,133833
0.45,0.42,4,156,7,0,0,0,product_mng,high,133834
0.81,0.47,4,153,7,0,0,0,product_mng,low,133835
0.83,0.67,3,175,3,0,0,0,product_mng,medium,133836
0.47,0.76,6,174,10,0,0,0,IT,medium,133837
0.25,0.89,4,154,10,0,0,0,management,high,133838
0.89,0.55,5,251,10,0,0,0,management,high,133839
0.97,0.57,3,164,10,0,0,0,management,high,133840
0.6,0.65,2,225,10,0,0,0,management,high,133841
0.67,0.72,2,134,10,0,0,0,management,high,133842
0.89,0.77,3,144,3,0,0,0,management,high,133843
0.6,0.91,5,211,3,0,0,0,sales,low,133844
0.64,0.79,4,139,3,0,0,0,sales,low,133845
0.57,0.66,3,268,3,0,0,0,sales,low,133846
0.56,0.98,5,171,3,1,0,0,sales,low,133847
0.6,0.9,4,260,2,0,0,0,sales,medium,133848
0.17,0.66,6,224,3,0,0,0,sales,medium,133849
0.74,0.49,4,233,3,0,0,0,sales,medium,133850
0.44,0.41,3,125,7,0,0,0,sales,medium,133851
0.51,0.89,4,233,7,0,0,0,sales,medium,133852
0.86,0.57,3,162,7,0,0,0,sales,medium,133853
0.96,0.48,4,198,7,0,0,0,sales,medium,133854
0.87,0.82,4,198,7,0,0,0,sales,medium,133855
0.58,0.79,3,243,3,1,0,0,sales,medium,133856
0.24,0.56,4,281,7,0,0,0,sales,medium,133857
0.42,0.8,4,259,7,1,0,0,sales,medium,133858
0.65,0.94,4,184,7,0,0,0,sales,medium,133859
0.73,0.92,6,189,3,1,0,0,sales,medium,133860
0.63,0.6,4,258,3,0,0,0,sales,medium,133861
0.95,0.48,4,225,3,0,0,0,sales,medium,133862
0.52,0.83,5,145,3,0,0,0,sales,medium,133863
0.96,0.55,3,164,3,0,0,0,sales,medium,133864
0.66,0.51,4,254,2,0,0,0,sales,medium,133865
0.98,0.44,4,154,6,1,0,0,sales,medium,133866
0.56,0.79,5,248,3,0,0,0,sales,medium,133867
0.97,0.54,3,154,8,1,0,0,sales,medium,133868
0.72,0.92,3,242,8,0,0,0,sales,medium,133869
0.74,0.78,4,194,8,0,0,0,sales,medium,133870
0.2,0.6,5,261,8,0,0,0,sales,medium,133871
0.73,0.56,3,245,8,0,0,0,sales,medium,133872
0.76,0.79,3,247,3,0,0,0,sales,low,133873
0.65,0.54,4,147,10,0,0,0,sales,low,133874
0.66,0.5,3,139,10,1,0,0,sales,low,133875
0.96,0.97,6,137,10,0,0,0,sales,low,133876
0.57,0.55,4,177,8,0,0,0,sales,low,133877
0.61,0.82,4,184,8,0,0,0,IT,low,133878
0.57,0.69,3,212,8,0,0,0,product_mng,low,133879
0.59,0.47,3,159,4,0,0,0,product_mng,low,133880
0.92,0.68,4,178,3,0,0,0,product_mng,low,133881
0.79,0.56,3,149,10,0,0,0,product_mng,low,133882
0.95,0.66,4,223,10,0,0,0,IT,low,133883
0.24,0.81,6,263,7,0,0,0,management,high,133884
0.49,0.52,4,161,7,0,0,0,management,high,133885
0.49,0.68,3,192,7,0,0,0,management,high,133886
0.97,0.51,5,215,7,0,0,0,management,high,133887
0.55,0.78,4,261,3,0,0,0,management,high,133888
0.76,0.56,5,222,10,0,0,0,management,high,133889
0.53,0.99,3,223,10,0,0,0,marketing,low,133890
0.51,0.86,3,182,10,0,0,0,sales,low,133891
0.57,0.93,2,204,10,0,0,0,accounting,low,133892
0.58,0.91,3,195,10,0,0,0,support,low,133893
0.6,0.98,4,146,10,0,0,0,technical,low,133894
0.65,0.74,4,233,4,1,0,0,management,low,133895
0.91,0.75,2,147,3,0,0,0,marketing,low,133896
0.65,0.55,3,156,5,0,0,0,marketing,low,133897
0.18,0.49,3,240,2,1,0,0,marketing,low,133898
0.66,0.9,4,177,7,0,0,0,sales,low,133899
0.78,0.8,3,135,7,0,0,0,sales,medium,133900
0.82,0.65,5,178,7,1,0,0,sales,medium,133901
0.54,0.64,3,190,7,0,0,0,sales,medium,133902
0.95,0.84,3,240,7,0,0,0,sales,medium,133903
0.65,0.85,4,172,3,0,0,0,sales,medium,133904
0.83,0.55,3,271,7,0,0,0,sales,medium,133905
0.15,0.6,5,188,7,0,0,0,sales,medium,133906
0.59,0.59,4,197,7,0,0,0,IT,medium,133907
0.99,0.94,5,151,3,0,0,0,product_mng,medium,133908
0.76,0.72,3,263,3,0,0,0,product_mng,medium,133909
0.64,0.67,2,223,3,0,0,0,product_mng,medium,133910
0.95,0.75,4,151,3,0,0,0,product_mng,medium,133911
0.53,0.66,3,191,3,0,0,0,IT,high,133912
0.59,0.5,2,162,2,0,0,0,management,high,133913
0.69,0.86,5,195,6,0,0,0,management,high,133914
0.5,0.49,4,222,3,0,0,0,management,high,133915
0.89,0.96,3,179,8,0,0,0,management,high,133916
0.56,0.39,3,106,8,0,0,0,management,high,133917
0.77,0.68,3,214,8,1,0,0,management,high,133918
0.15,0.75,3,259,8,1,0,0,marketing,high,133919
0.88,0.58,3,145,8,0,0,0,sales,low,133920
0.89,0.86,4,153,3,0,0,0,accounting,low,133921
0.65,0.52,2,117,10,1,0,0,support,low,133922
0.58,0.99,3,207,10,0,0,0,technical,low,133923
0.56,0.85,3,265,10,1,0,0,management,low,133924
0.25,0.72,5,279,8,0,0,0,marketing,low,133925
0.87,0.89,4,225,8,0,0,0,marketing,low,133926
0.62,0.4,3,158,8,1,0,0,marketing,low,133927
0.72,0.75,4,211,4,0,0,0,sales,medium,133928
0.49,0.94,4,175,3,0,0,0,sales,medium,133929
0.57,0.91,4,224,10,0,0,0,sales,medium,133930
0.63,0.65,3,190,10,0,0,0,sales,medium,133931
0.91,0.63,5,240,7,0,0,0,sales,medium,133932
0.7,0.68,5,225,7,0,0,0,sales,medium,133933
0.66,0.95,5,192,7,0,0,0,sales,medium,133934
0.77,0.48,5,262,7,0,0,0,IT,medium,133935
0.68,0.97,3,250,3,1,0,0,product_mng,medium,133936
0.34,0.46,3,155,10,0,0,0,product_mng,medium,133937
0.97,0.64,4,238,10,1,0,0,product_mng,medium,133938
0.57,0.75,4,249,10,0,0,0,product_mng,medium,133939
0.66,0.65,3,272,10,0,0,0,IT,medium,133940
0.68,0.67,4,162,10,0,0,0,management,high,133941
0.49,0.78,4,254,10,0,0,0,management,high,133942
0.72,0.66,4,184,3,0,0,0,management,high,133943
0.77,0.89,4,269,10,0,0,0,management,high,133944
0.77,0.73,3,201,10,0,0,0,management,high,133945
0.59,0.73,4,247,10,0,0,0,management,high,133946
0.41,0.67,6,221,10,0,0,0,marketing,medium,133947
0.94,0.64,5,247,10,0,0,0,sales,medium,133948
0.91,0.61,4,135,10,0,0,0,accounting,medium,133949
0.7,0.84,3,260,4,1,0,0,support,medium,133950
0.51,0.52,3,188,3,0,0,0,technical,high,133951
0.22,0.7,4,159,5,0,0,0,management,low,133952
0.69,0.65,3,153,2,0,0,0,marketing,medium,133953
0.2,0.68,5,167,7,0,0,0,marketing,medium,133954
0.9,0.85,3,158,7,0,0,0,marketing,medium,133955
0.76,0.85,3,180,7,0,0,0,sales,medium,133956
0.88,0.51,3,211,7,0,0,0,sales,medium,133957
0.31,0.63,4,104,7,1,0,0,sales,medium,133958
0.17,0.66,6,174,3,0,0,0,sales,medium,133959
0.91,0.77,3,195,7,0,0,0,sales,medium,133960
0.97,0.38,5,211,7,1,0,0,sales,medium,133961
